Номер<br>ABCnet;Номер Заказа<br>(Дилер);Номер формы выхода;Модель;Версия Модели;Кузов;Цвет Кузова;Двигатель;Kоробка передач;Номер VIN;Версия;Дата заказа;Тип Тек. Рез.;Статус;Пользователь, создавший заказ;Пользователь, зарезервивавший заказ;Дата резервации до;Номер SIV;Отделка Салона;Опции 1;Опции 2;Опции 3;Опции 4;Опции 5;Опции 6;Опции 7;Опции 8;Опции 9;Опции 10;Опции 11;Опции 12;Опции 13;Опции 14;Опции 15;Опции 16;Опции 17;Опции 18;Опции 19;Опции 20;Опции 21;Опции 22;Опции 23;Опции 24;Опции 25;Опции 26;Опции 27;Опции 28;Опции 29;Опции 30;Дата Продажи;Сумма Счета;Номер Заказа Финального Клиента;Дилер;Номер Счета/Накл.;Местонахождение;Идентификационный Номер Покупателя;Тип Оплаты;Ожид.дата доставки;Место доставки;Дополнение;Тип Текущего Резервирования;Тип Предыдущего Резервирования;Год выпуска;Топливо;Комментарии;Subsidiary identification;Last Central DM Action;Dealer estimated delivery date;
50149273;;319240;308 T7;308 SKD 5D Premium 1.6 MT5 (120hp) e5;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0AM010303;1PT7A5NCA532BK;06/07/2010 18:55:49;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC126959;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/02/2011;;;3710;F-00310656;SOLD TO CLIENT;;Bank Guarantee (BG);01/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50163681;;338121;3008 TB;3008 Premium 16E122 / C0;CROSS OVER 5 PORTES;VGM0 / METAL.VERNIS B VAPOR GREY;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;;1PTBSYHCA5329Q;07/02/2011 07:46:38;SO in production;SO Pending;D737659;itsa-ap-batch;;RC149736;2YFX / NOIR;ZV02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Plant (SIV 3);;Bank Guarantee (BG);22/04/2011;3710-ООО "Леонар Авто";;SO in production;;*;Gasoline;;;;;
50163683;;338123;3008 TB;3008 PR 16E B6 / C0;CROSS OVER 5 PORTES;5SM0 / BLEU ABYSSE;EP6CDT 1598 4 CYL E (  Gasoline);MANUAL 6-SPEED;;1PTBSYHCC6329Q;07/02/2011 07:46:38;SO in production;SO Pending;D737659;itsa-ap-batch;;RC149738;2YFX / NOIR;LE05;OK01;ZV02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Plant (SIV 3);;Bank Guarantee (BG);22/04/2011;3710-ООО "Леонар Авто";;SO in production;;*;Gasoline;;;;;
50163688;;338128;3008 TB;3008 PR 16E BA6 / C0;CROSS OVER 5 PORTES;N9M6 / BLANC NACRE;EP6CDT 1598 4 CYL E (  Gasoline);AUTOMATIC 6-SPEED;;1PTBSYHCCM329Q;07/02/2011 07:46:38;SO in production;SO Pending;D737659;itsa-ap-batch;;RC149739;2YFX / NOIR;LE05;OK01;UB01;VD09;ZV02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Plant (SIV 3);;Bank Guarantee (BG);22/04/2011;3710-ООО "Леонар Авто";;SO in production;;*;Gasoline;;;;;
50150273;;320718;308 T7;308 SKD SPORTIUM 5D Premium 1.6 AT (120 hp);Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM017097;1PT7A5NCAL32JU;02/11/2010 10:55:37;Final Customer Order;SOLD TO CLIENT;D737659;itsa-ap-batch;;RC139558;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/02/2011;;;3710;F-00323002;SOLD TO CLIENT;3710_7402458723;Bank Guarantee (BG);31/12/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50142360;;309893;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) e5;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM015430;1PT7A5FCAL32BK;08/09/2010 18:25:47;Final Customer Order;SOLD TO CLIENT;D737659;itsa-ap-batch;;RC134466;4PFX / NOIR;LE05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/02/2011;;;3710;F-00319397;SOLD TO CLIENT;3710_7502789654;Bank Guarantee (BG);17/12/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO-FCO in production;2010;Gasoline;;;;In Dealership;
286370;;329350;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;5SM0 / BLEU ABYSSE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM006714;1PT7A5FAYL32BKC0/10;06/05/2010 18:25:46;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC119361;4PFX / NOIR;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/02/2011;;;3710;F-00318766;SOLD TO CLIENT;;;23/07/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Gasoline;;;;In Dealership;
50150294;;320739;3008 TB;3008  Confort Pack 16E122 / C0;CROSS OVER 5 PORTES;N9M6 / BLANC NACRE;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;VF30U5FS0AS333628;1PTBSYDCA5329Q;02/11/2010 15:55:41;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC139634;TQFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/02/2011;;;3710;F-00324854;SOLD TO CLIENT;;Bank Guarantee (BG);07/01/2011;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50150286;;320731;308 T7;308 SKD SPORTIUM 5D Premium 1.6 AT (120 hp);Hatchback 5 Doors;9PM0 / GRIS SHARK;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM016702;1PT7A5NCAL32JU;02/11/2010 15:55:40;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC139504;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/02/2011;;;3710;F-00322170;SOLD TO CLIENT;;Bank Guarantee (BG);24/12/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50154031;;325982;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;WPP0 / BLANC BANQUISE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCAX518916;1PM5GFTS1532A050/10;16/09/2010 10:25:46;Final Customer Order;SOLD TO DEALER;D737659;itsa-ap-batch;25/01/2011;CH566992;VHFZ / NOIR;NA01;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00325001;Dealer;3710_7602321456;Bank Guarantee (BG);04/02/2011;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50163201;;337236;Боксер;FgTl 335 L3H3(120hp) / 2PU95NHDG609A070/11;FOURGON TOLE;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU95NHDG6099Z;01/02/2011 12:55:36;SO in production;SO Pending;D737659;itsa-ap-batch;;;VMFZ / GRIS 4;RK04;FX01;PE03;PX05;SE08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Plant (no SIV);;Bank Guarantee (BG);;3710-ООО "Леонар Авто";;SO in production;;*;Diesel;;;;;
50163202;;337237;Боксер;FgTl 335 L3H2(120hp) / 2PU95KHDG609A070/11;FRG. EMP.LONG H2 16;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU95KHDG6099Z;01/02/2011 12:55:36;SO in production;SO Pending;D737659;itsa-ap-batch;;;VMFZ / GRIS 4;RK04;FX01;PX05;SE08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Plant (no SIV);;Bank Guarantee (BG);;3710-ООО "Леонар Авто";;SO in production;;*;Diesel;;;;;
281039;;324057;Боксер;FgTI 440 L4H2(120hp)/Irit22_base+el/11;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11834983;2PU97MHDG6099V;31/05/2010 09:55:41;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC120133;VMFZ / GRIS 4;RK04;FX01;HC08;PE03;;;;;;;;;;;;;;;;;;;;;;;;;;;31/01/2011;;;3710;F-00326480;SOLD TO CLIENT;;;13/08/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
299569;;337038;Боксер;FgTI 330 L1H1(120hp)/Irit/TourL1;FRG. EMP.COURT H1 12;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YABMFA11783911;2PU91DHDG6099Q;19/03/2010 09:55:41;SO (fixed);Sold to dealer;;itsa-ap-batch;;RC110903;VMFZ / GRIS 4;RK04;FX01;PE03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00326579;Moscow;;;In Stock;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;;
